apk_id,package,label,score,size_mb,first_installed,last_monitored,proxy_count,huawei_count,installed_on_device,apk_path,domain,download_url,status,download_time,detect_time,install_time,node_time
725dla200.rljqw.esgaan.cn,com.rvkeuwplooxnm.qdxmfozzwmxdekfbee,UKGjng,100,63,2026-07-28 22:17,2026-07-28 22:17,11,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725dla200.rljqw.esgaan.cn.apk,725dla200.rljqw.esgaan.cn,,ok,0.0,0.0,18.7,33.8
725dla208.lsacy.esgaan.cn,com.rvkeuwplooxnm.qdxmfozzwmxdekfbee,xFZAbD,100,63,2026-07-28 22:18,2026-07-28 22:18,14,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725dla208.lsacy.esgaan.cn.apk,725dla208.lsacy.esgaan.cn,,ok,0.0,0.0,18.0,34.8
725fl473.vom81.zqbink.cn,qba.cqbxecqixu.jcneeadlhuglhllyno,OyGptt,100,61,2026-07-28 22:19,2026-07-28 22:19,15,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725fl473.vom81.zqbink.cn.apk,725fl473.vom81.zqbink.cn,,ok,0.0,0.0,19.5,9.2
725fl503.whd43.kmeuew.cn,sjw.nesmvcxvox.bcblmcpoxvsilxtyqd,yjkqnC,100,61,2026-07-28 22:20,2026-07-28 22:20,15,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725fl503.whd43.kmeuew.cn.apk,725fl503.whd43.kmeuew.cn,,ok,0.0,0.0,20.3,8.2
725fl711.miw57.kmeuew.cn,sgu.ymqtikqilx.dcldqdjyxcdsqobcih,ufskeg,100,61,2026-07-28 22:21,2026-07-28 22:21,15,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725fl711.miw57.kmeuew.cn.apk,725fl711.miw57.kmeuew.cn,,ok,0.0,0.0,20.4,8.4
725fl754.pfo36.kmeuew.cn,sop.upxylqyarq.rigegicnvstsapsulo,SDcfAM,100,61,2026-07-28 22:22,2026-07-28 22:22,12,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725fl754.pfo36.kmeuew.cn.apk,725fl754.pfo36.kmeuew.cn,,ok,0.0,0.0,19.5,34.6
724df20.vow81.sxeetw.cn,com.drtuyyuysblfre.dzvhztexycovgkocav,LXDvWm,100,63,2026-07-28 22:24,2026-07-28 22:24,15,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/724df20.vow81.sxeetw.cn.apk,724df20.vow81.sxeetw.cn,,ok,0.0,0.0,17.7,34.5
724yhq3.ipyrw.com,itp.rlnwekdsvwga.ntcaicgquhaqoouadiin,ihRVwN,100,65,2026-07-28 22:25,2026-07-28 22:25,14,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/724yhq3.ipyrw.com.apk,724yhq3.ipyrw.com,,ok,0.0,0.0,18.6,34.3
725a50.6ole6.com,waypc.hioxkefj.piahccmoa,RLhIse,100,62,2026-07-28 22:26,2026-07-28 22:26,14,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725a50.6ole6.com.apk,725a50.6ole6.com,,ok,0.0,0.0,18.2,34.8
725b285.5xpty.com,jaetp.cpmflbvj.lcepjuesx,qFCEaP,100,62,2026-07-28 22:27,2026-07-28 22:27,17,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725b285.5xpty.com.apk,725b285.5xpty.com,,ok,0.0,0.0,18.5,34.6
725bh327.7a5mm.com,bhc.mlfbdinnlpvwv.jjjtavrdbdmbrfwdics,ofdEPF,100,65,2026-07-28 22:29,2026-07-28 22:29,16,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725bh327.7a5mm.com.apk,725bh327.7a5mm.com,,ok,0.0,0.0,19.4,34.6
725bh443.kdgtu.com,rub.eeqlqqocmcxvf.yiekvdkjnxwqomwomlh,AncDEL,100,65,2026-07-28 22:30,2026-07-28 22:30,14,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725bh443.kdgtu.com.apk,725bh443.kdgtu.com,,ok,0.0,0.0,19.5,34.5
725bh455.9ndbl.com,qlh.kppckmvrqp.qsjeqygdqxdhkfrab,KucTCP,100,64,2026-07-28 22:31,2026-07-28 22:31,15,0,false,/mnt/e/Work/App-analyze/Apks/Duoyun-apks/20260728/apks/725bh455.9ndbl.com.apk,725bh455.9ndbl.com,,ok,0.0,0.0,20.0,34.8
