apk_path,package,label,apk_id
/home/ninini/Agents/APK-Research/new_samples/711cpb16.3f4x4.com.apk,mmt.mcrwxfmhmeh.dtmwweexdkmyuamj,JvhXIV,711cpb16.3f4x4.com
/home/ninini/Agents/APK-Research/new_samples/721cpk19.n1byg.com.apk,gqv.ycwcjxedlipl.agolprpgwgbdqoxsjggq,dRmayd,721cpk19.n1byg.com
/home/ninini/Agents/APK-Research/new_samples/715b286.kucvg.com.apk,ofljehrth.amngyrsmlafwpeyn.otqscjip,eKuGUI,715b286.kucvg.com
/home/ninini/Agents/APK-Research/new_samples/716cpb06.xmidw.com.apk,qsx.fdmmndwkife.qfboctslqihdkmnn,yxPHeM,716cpb06.xmidw.com
/home/ninini/Agents/APK-Research/new_samples/718c88.7b4kq.com.apk,whw.rtyjwsjureibsvdk.jouypwxlqfrquetah,GISEoZ,718c88.7b4kq.com
/home/ninini/Agents/APK-Research/new_samples/721yh256.0x8ls.com.apk,tne.vycqdtbervjc.lfteylodrbfslibirgmw,zboNyw,721yh256.0x8ls.com
/home/ninini/Agents/APK-Research/new_samples/712c41.h75wu.com.apk,ghk.nbotofvvoxjambmy.fmecbunwbexnvkpjy,WARBae,712c41.h75wu.com
/home/ninini/Agents/APK-Research/new_samples/711cpb01.vci3l.com.apk,qsx.fdmmndwkife.qfboctslqihdkmnn,yxPHeM,711cpb01.vci3l.com
/home/ninini/Agents/APK-Research/new_samples/711yh54.6esi7.com.apk,tne.vycqdtbervjc.lfteylodrbfslibirgmw,zboNyw,711yh54.6esi7.com
/home/ninini/Agents/APK-Research/new_samples/71du022.ydgl1.com.apk,rey.vuxrxflelntqjhp.cbdggtjsopvvq,amAyMC,71du022.ydgl1.com
/home/ninini/Agents/APK-Research/new_samples/712c490.mqlts.com.apk,mxi.ruggatxjcvxrcvho.gknjvbjjtqgcqlpyv,dBsrAO,712c490.mqlts.com
/home/ninini/Agents/APK-Research/new_samples/711yh10.xn8l1.com.apk,ecn.agbpobdmkbgq.grseafifdcxxxetbenon,ZiBnKH,711yh10.xn8l1.com
/home/ninini/Agents/APK-Research/new_samples/721cpk20.z3x4k.com.apk,ecn.agbpobdmkbgq.grseafifdcxxxetbenon,ZiBnKH,721cpk20.z3x4k.com
/home/ninini/Agents/APK-Research/new_samples/710a208.2di3p.com.apk,tinnaekie.gvbiuocmcrwxuxbw.qknaefhn,hrMauL,710a208.2di3p.com
/home/ninini/Agents/APK-Research/new_samples/710sl191.cazhc.com.apk,urf.ymlhfjwrcclubxe.rxbhuntfsjdhi,KHHxfS,710sl191.cazhc.com
/home/ninini/Agents/APK-Research/new_samples/715b287.83u70.com.apk,ujothbrdp.esfnvpaisbnrssvp.bbtpckom,yIwznC,715b287.83u70.com
/home/ninini/Agents/APK-Research/new_samples/711sl081.jixzm.com.apk,iaa.ufynqlvgvihcgfs.mfjsyuqhfxqng,UPQmVZ,711sl081.jixzm.com
/home/ninini/Agents/APK-Research/new_samples/721cpk15.z3x4k.com.apk,cwt.vuptjggbxlyp.mfhtnmlqieduahpaiyky,TBHtqq,721cpk15.z3x4k.com
/home/ninini/Agents/APK-Research/new_samples/711yh34.6esi7.com.apk,bbs.pcpjlxxapvev.kemkynxwrolnbykbekru,YTdlrf,711yh34.6esi7.com
/home/ninini/Agents/APK-Research/new_samples/711cpb15.408ku.com.apk,xoj.okmetanbopd.jtggljdorchlxnqg,Ftfgrk,711cpb15.408ku.com
/home/ninini/Agents/APK-Research/new_samples/716c175.gko35.com.apk,tyv.dlbhofggyimbkjqh.unxpfmfuccqhvreos,zbVxkS,716c175.gko35.com
/home/ninini/Agents/APK-Research/new_samples/715cpb01.17xep.com.apk,xoj.okmetanbopd.jtggljdorchlxnqg,Ftfgrk,715cpb01.17xep.com
/home/ninini/Agents/APK-Research/new_samples/71du008.e2oyw.com.apk,wdu.udltsyjvmkphbvq.fgnobdmskegjq,YJkpMQ,71du008.e2oyw.com
/home/ninini/Agents/APK-Research/new_samples/713cpa9.yzy2y.com.apk,imb.agjqdwdhhbjfoyh.apwmguhwdfcfpmpcmwpv,PScUJj,713cpa9.yzy2y.com
/home/ninini/Agents/APK-Research/new_samples/721yh97.n1byg.com.apk,bji.hkmtqvbngcgb.wsxwiapyydyqysliowlx,LKznhW,721yh97.n1byg.com
/home/ninini/Agents/APK-Research/new_samples/714cpa2.u2d8e.com.apk,twu.tckwisvlaeogehs.apelyddoxjmxdshtgbdf,YZYhCw,714cpa2.u2d8e.com
/home/ninini/Agents/APK-Research/new_samples/716pt3.apu9q.com.apk,hrx.gdvflecmsppx.hfpgshwidyefemlaik,bJlMgF,716pt3.apu9q.com
/home/ninini/Agents/APK-Research/new_samples/715sf2.ne2rm.com.apk,benkulsbi.matesrtqttvanaoo.pavnxrni,KvEZtT,715sf2.ne2rm.com
/home/ninini/Agents/APK-Research/new_samples/710cpa1.p7jj6.com.apk,benkulsbi.matesrtqttvanaoo.pavnxrni,KvEZtT,710cpa1.p7jj6.com
